,id,number_of_cpu_cores,occupied_cores,voltages_frequencies,ISL,capacitance,powerIdle,batteryLevel,errorRate,acceptableTasks,handleSafeTask
71,iot 71,8,"[0, 0, 0, 0, 0, 0, 0, 0]","[[(10000000.0, 1.8), (80000000.0, 4.0), (20000000.0, 2.3)], [(40000000.0, 2.7), (80000000.0, 4.0), (20000000.0, 2.3)], [(10000000.0, 1.8), (160000000.0, 5.0), (40000000.0, 2.7)], [(160000000.0, 5.0), (80000000.0, 4.0), (40000000.0, 2.7)], [(160000000.0, 5.0), (80000000.0, 4.0), (40000000.0, 2.7)], [(80000000.0, 4.0), (160000000.0, 5.0), (20000000.0, 2.3)], [(80000000.0, 4.0), (20000000.0, 2.3), (40000000.0, 2.7)], [(160000000.0, 5.0), (40000000.0, 2.7), (20000000.0, 2.3)]]",0.15,"[2.2764931502928373e-10, 2.592931159293752e-10, 2.3927690958078514e-10, 2.5773761190083456e-10, 2.1391775864813722e-10, 2.990645134356824e-10, 2.73929583817938e-10, 2.613880481790726e-10]","[0.001, 0.0007999999999999999, 0.0009, 0.0007999999999999999, 0.0007999999999999999, 0.0007999999999999999, 0.0007999999999999999, 0.0007999999999999999]",37000000000.0,0.05,"[4, 2]",1
72,iot 72,8,"[0, 0, 0, 0, 0, 0, 0, 0]","[[(40000000.0, 2.7), (20000000.0, 2.3), (160000000.0, 5.0)], [(40000000.0, 2.7), (80000000.0, 4.0), (10000000.0, 1.8)], [(160000000.0, 5.0), (40000000.0, 2.7), (20000000.0, 2.3)], [(10000000.0, 1.8), (40000000.0, 2.7), (80000000.0, 4.0)], [(10000000.0, 1.8), (40000000.0, 2.7), (160000000.0, 5.0)], [(40000000.0, 2.7), (10000000.0, 1.8), (20000000.0, 2.3)], [(20000000.0, 2.3), (40000000.0, 2.7), (80000000.0, 4.0)], [(20000000.0, 2.3), (40000000.0, 2.7), (10000000.0, 1.8)]]",0.18,"[2.645993043512422e-10, 2.414283305070089e-10, 2.494696674965065e-10, 2.205306441244856e-10, 2.9014070955871796e-10, 2.5508409807403725e-10, 2.48281799803056e-10, 2.1907525485180122e-10]","[0.0009, 0.0009, 0.0009, 0.001, 0.0009, 0.0007999999999999999, 0.0007999999999999999, 0.0009]",36000000000.0,0.04,"[2, 1, 3]",1
73,iot 73,4,"[0, 0, 0, 0]","[[(80000000.0, 4.0), (160000000.0, 5.0), (10000000.0, 1.8)], [(160000000.0, 5.0), (80000000.0, 4.0), (10000000.0, 1.8)], [(20000000.0, 2.3), (160000000.0, 5.0), (80000000.0, 4.0)], [(80000000.0, 4.0), (160000000.0, 5.0), (10000000.0, 1.8)]]",0.19,"[2.735499104524644e-10, 2.9123585493672535e-10, 2.4832149833803015e-10, 2.2936716904220215e-10]","[0.001, 0.0007999999999999999, 0.0009, 0.0009]",38000000000.0,0.03,"[1, 2, 4]",1
74,iot 74,4,"[0, 0, 0, 0]","[[(40000000.0, 2.7), (20000000.0, 2.3), (160000000.0, 5.0)], [(160000000.0, 5.0), (20000000.0, 2.3), (40000000.0, 2.7)], [(10000000.0, 1.8), (160000000.0, 5.0), (20000000.0, 2.3)], [(20000000.0, 2.3), (10000000.0, 1.8), (160000000.0, 5.0)]]",0.12,"[2.6252663285087473e-10, 2.1104943906211535e-10, 2.67581062275515e-10, 2.8935546126434346e-10]","[0.0009, 0.001, 0.0009, 0.0007999999999999999]",39000000000.0,0.02,"[3, 4]",1
75,iot 75,4,"[0, 0, 0, 0]","[[(80000000.0, 4.0), (10000000.0, 1.8), (160000000.0, 5.0)], [(40000000.0, 2.7), (10000000.0, 1.8), (160000000.0, 5.0)], [(20000000.0, 2.3), (40000000.0, 2.7), (160000000.0, 5.0)], [(80000000.0, 4.0), (40000000.0, 2.7), (10000000.0, 1.8)]]",0.2,"[2.3554935494769303e-10, 2.667227596608966e-10, 2.2435174030320427e-10, 2.4090962041432765e-10]","[0.0007999999999999999, 0.001, 0.0009, 0.0009]",40000000000.0,0.03,"[2, 3, 1]",1
76,iot 76,8,"[0, 0, 0, 0, 0, 0, 0, 0]","[[(80000000.0, 4.0), (160000000.0, 5.0), (20000000.0, 2.3)], [(160000000.0, 5.0), (10000000.0, 1.8), (40000000.0, 2.7)], [(80000000.0, 4.0), (10000000.0, 1.8), (40000000.0, 2.7)], [(160000000.0, 5.0), (20000000.0, 2.3), (10000000.0, 1.8)], [(160000000.0, 5.0), (80000000.0, 4.0), (10000000.0, 1.8)], [(40000000.0, 2.7), (10000000.0, 1.8), (20000000.0, 2.3)], [(80000000.0, 4.0), (10000000.0, 1.8), (160000000.0, 5.0)], [(40000000.0, 2.7), (160000000.0, 5.0), (10000000.0, 1.8)]]",0.12,"[2.4894306118620663e-10, 2.583881960836489e-10, 2.9939970720253113e-10, 2.7608882293656737e-10, 2.191678774539544e-10, 2.5051503284879805e-10, 2.6112735389368797e-10, 2.225153082873078e-10]","[0.0009, 0.0009, 0.0007999999999999999, 0.0009, 0.0007999999999999999, 0.0007999999999999999, 0.001, 0.0007999999999999999]",38000000000.0,0.05,"[4, 1, 2]",1
77,iot 77,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[(160000000.0, 5.0), (80000000.0, 4.0), (20000000.0, 2.3)], [(80000000.0, 4.0), (40000000.0, 2.7), (20000000.0, 2.3)], [(10000000.0, 1.8), (20000000.0, 2.3), (160000000.0, 5.0)], [(20000000.0, 2.3), (10000000.0, 1.8), (160000000.0, 5.0)], [(20000000.0, 2.3), (10000000.0, 1.8), (40000000.0, 2.7)], [(160000000.0, 5.0), (80000000.0, 4.0), (10000000.0, 1.8)], [(10000000.0, 1.8), (40000000.0, 2.7), (80000000.0, 4.0)], [(40000000.0, 2.7), (20000000.0, 2.3), (10000000.0, 1.8)], [(40000000.0, 2.7), (80000000.0, 4.0), (10000000.0, 1.8)], [(10000000.0, 1.8), (160000000.0, 5.0), (20000000.0, 2.3)], [(80000000.0, 4.0), (40000000.0, 2.7), (20000000.0, 2.3)], [(10000000.0, 1.8), (40000000.0, 2.7), (160000000.0, 5.0)], [(10000000.0, 1.8), (20000000.0, 2.3), (160000000.0, 5.0)], [(10000000.0, 1.8), (160000000.0, 5.0), (80000000.0, 4.0)], [(40000000.0, 2.7), (80000000.0, 4.0), (10000000.0, 1.8)], [(160000000.0, 5.0), (40000000.0, 2.7), (10000000.0, 1.8)]]",0.16,"[2.511471689375424e-10, 2.6557025587621375e-10, 2.609248646102611e-10, 2.217625616156555e-10, 2.0150148131223382e-10, 2.719762471850296e-10, 2.7909061004721727e-10, 2.6787066332840963e-10, 2.74744426905318e-10, 2.89276498168784e-10, 2.1650954421823246e-10, 2.8741620056352755e-10, 2.442458488073965e-10, 2.3789098059055393e-10, 2.7502974249191247e-10, 2.1653135685240074e-10]","[0.0007999999999999999, 0.0007999999999999999, 0.0009, 0.0007999999999999999, 0.0007999999999999999, 0.0007999999999999999, 0.0009, 0.0009, 0.0007999999999999999, 0.0007999999999999999, 0.001, 0.001, 0.0007999999999999999, 0.0009, 0.0007999999999999999, 0.0007999999999999999]",37000000000.0,0.05,"[2, 3, 1]",0
78,iot 78,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[(160000000.0, 5.0), (20000000.0, 2.3), (80000000.0, 4.0)], [(20000000.0, 2.3), (160000000.0, 5.0), (80000000.0, 4.0)], [(20000000.0, 2.3), (40000000.0, 2.7), (80000000.0, 4.0)], [(160000000.0, 5.0), (20000000.0, 2.3), (10000000.0, 1.8)], [(10000000.0, 1.8), (80000000.0, 4.0), (40000000.0, 2.7)], [(160000000.0, 5.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(80000000.0, 4.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(160000000.0, 5.0), (10000000.0, 1.8), (80000000.0, 4.0)], [(20000000.0, 2.3), (40000000.0, 2.7), (80000000.0, 4.0)], [(160000000.0, 5.0), (10000000.0, 1.8), (40000000.0, 2.7)], [(80000000.0, 4.0), (10000000.0, 1.8), (40000000.0, 2.7)], [(20000000.0, 2.3), (160000000.0, 5.0), (40000000.0, 2.7)], [(20000000.0, 2.3), (80000000.0, 4.0), (40000000.0, 2.7)], [(20000000.0, 2.3), (80000000.0, 4.0), (40000000.0, 2.7)], [(40000000.0, 2.7), (10000000.0, 1.8), (80000000.0, 4.0)], [(80000000.0, 4.0), (10000000.0, 1.8), (40000000.0, 2.7)]]",0.18,"[2.0331392045465045e-10, 2.0448081656248034e-10, 2.546837177983046e-10, 2.9074082495293314e-10, 2.395065315401573e-10, 2.8583677842336883e-10, 2.418406803429712e-10, 2.1123413754176546e-10, 2.775710213043953e-10, 2.6874145328945363e-10, 2.2260892825401013e-10, 2.1410020456606715e-10, 2.0386950026563754e-10, 2.615278183559888e-10, 2.3044157008080717e-10, 2.549429747523946e-10]","[0.001, 0.0007999999999999999, 0.0007999999999999999, 0.0007999999999999999, 0.001, 0.001, 0.0007999999999999999, 0.0007999999999999999, 0.0007999999999999999, 0.0009, 0.001, 0.0007999999999999999, 0.0007999999999999999, 0.0007999999999999999, 0.001, 0.0007999999999999999]",38000000000.0,0.05,"[3, 1]",0
79,iot 79,4,"[0, 0, 0, 0]","[[(80000000.0, 4.0), (20000000.0, 2.3), (160000000.0, 5.0)], [(20000000.0, 2.3), (40000000.0, 2.7), (160000000.0, 5.0)], [(160000000.0, 5.0), (40000000.0, 2.7), (20000000.0, 2.3)], [(40000000.0, 2.7), (20000000.0, 2.3), (160000000.0, 5.0)]]",0.14,"[2.1915299986637012e-10, 2.659368631800144e-10, 2.5589792905252623e-10, 2.751287395076368e-10]","[0.001, 0.0009, 0.0009, 0.0009]",36000000000.0,0.04,"[3, 4]",1
80,iot 80,4,"[0, 0, 0, 0]","[[(80000000.0, 4.0), (160000000.0, 5.0), (10000000.0, 1.8)], [(80000000.0, 4.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(20000000.0, 2.3), (80000000.0, 4.0), (10000000.0, 1.8)], [(40000000.0, 2.7), (80000000.0, 4.0), (160000000.0, 5.0)]]",0.1,"[2.9842100543497274e-10, 2.699465286244609e-10, 2.793624323593654e-10, 2.9013471986746364e-10]","[0.001, 0.001, 0.0007999999999999999, 0.0009]",37000000000.0,0.03,"[4, 2, 1]",1
81,iot 81,4,"[0, 0, 0, 0]","[[(160000000.0, 5.0), (80000000.0, 4.0), (10000000.0, 1.8)], [(80000000.0, 4.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(20000000.0, 2.3), (80000000.0, 4.0), (40000000.0, 2.7)], [(40000000.0, 2.7), (160000000.0, 5.0), (20000000.0, 2.3)]]",0.12,"[2.0372436103280578e-10, 2.83358252144626e-10, 2.3012876774165743e-10, 2.2047327536873773e-10]","[0.0007999999999999999, 0.0007999999999999999, 0.0009, 0.0007999999999999999]",39000000000.0,0.04,"[1, 3, 4]",1
82,iot 82,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[(40000000.0, 2.7), (20000000.0, 2.3), (80000000.0, 4.0)], [(20000000.0, 2.3), (40000000.0, 2.7), (10000000.0, 1.8)], [(20000000.0, 2.3), (40000000.0, 2.7), (80000000.0, 4.0)], [(40000000.0, 2.7), (20000000.0, 2.3), (160000000.0, 5.0)], [(80000000.0, 4.0), (10000000.0, 1.8), (20000000.0, 2.3)], [(80000000.0, 4.0), (160000000.0, 5.0), (10000000.0, 1.8)], [(160000000.0, 5.0), (40000000.0, 2.7), (80000000.0, 4.0)], [(10000000.0, 1.8), (160000000.0, 5.0), (80000000.0, 4.0)], [(160000000.0, 5.0), (80000000.0, 4.0), (20000000.0, 2.3)], [(10000000.0, 1.8), (40000000.0, 2.7), (160000000.0, 5.0)], [(40000000.0, 2.7), (80000000.0, 4.0), (160000000.0, 5.0)], [(80000000.0, 4.0), (20000000.0, 2.3), (10000000.0, 1.8)], [(160000000.0, 5.0), (80000000.0, 4.0), (10000000.0, 1.8)], [(160000000.0, 5.0), (80000000.0, 4.0), (40000000.0, 2.7)], [(10000000.0, 1.8), (80000000.0, 4.0), (40000000.0, 2.7)], [(20000000.0, 2.3), (40000000.0, 2.7), (10000000.0, 1.8)]]",0.11,"[2.8221447804740997e-10, 2.4914676867702237e-10, 2.382014152595768e-10, 2.8344455569317785e-10, 2.990187400407203e-10, 2.7697951459829847e-10, 2.302586105411555e-10, 2.208376727263668e-10, 2.3094384985760356e-10, 2.2543062527248618e-10, 2.592815631324645e-10, 2.945385062701575e-10, 2.1606650769350147e-10, 2.0308299932688564e-10, 2.455678165440777e-10, 2.114428192177952e-10]","[0.0009, 0.001, 0.0009, 0.001, 0.001, 0.001, 0.001, 0.0007999999999999999, 0.0007999999999999999, 0.001, 0.0009, 0.0007999999999999999, 0.0009, 0.001, 0.001, 0.0007999999999999999]",38000000000.0,0.02,"[1, 3]",1
83,iot 83,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[(80000000.0, 4.0), (10000000.0, 1.8), (20000000.0, 2.3)], [(10000000.0, 1.8), (160000000.0, 5.0), (80000000.0, 4.0)], [(80000000.0, 4.0), (20000000.0, 2.3), (160000000.0, 5.0)], [(20000000.0, 2.3), (40000000.0, 2.7), (80000000.0, 4.0)], [(80000000.0, 4.0), (20000000.0, 2.3), (160000000.0, 5.0)], [(160000000.0, 5.0), (10000000.0, 1.8), (40000000.0, 2.7)], [(20000000.0, 2.3), (10000000.0, 1.8), (160000000.0, 5.0)], [(80000000.0, 4.0), (160000000.0, 5.0), (40000000.0, 2.7)], [(40000000.0, 2.7), (10000000.0, 1.8), (20000000.0, 2.3)], [(40000000.0, 2.7), (10000000.0, 1.8), (80000000.0, 4.0)], [(40000000.0, 2.7), (160000000.0, 5.0), (20000000.0, 2.3)], [(10000000.0, 1.8), (20000000.0, 2.3), (160000000.0, 5.0)], [(80000000.0, 4.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(10000000.0, 1.8), (20000000.0, 2.3), (80000000.0, 4.0)], [(160000000.0, 5.0), (20000000.0, 2.3), (10000000.0, 1.8)], [(80000000.0, 4.0), (160000000.0, 5.0), (40000000.0, 2.7)]]",0.12,"[2.720355577951293e-10, 2.268532264627406e-10, 2.0443589567638503e-10, 2.4666926923099086e-10, 2.0772256716968248e-10, 2.1118528701684995e-10, 2.899209669576719e-10, 2.0761125272601448e-10, 2.556284201729974e-10, 2.752241721112255e-10, 2.875034894330252e-10, 2.161712514396908e-10, 2.8522981064028333e-10, 2.8485433352173325e-10, 2.5756923749453175e-10, 2.935270385288292e-10]","[0.0007999999999999999, 0.001, 0.001, 0.0007999999999999999, 0.0009, 0.0007999999999999999, 0.001, 0.0007999999999999999, 0.001, 0.001, 0.0009, 0.0007999999999999999, 0.0007999999999999999, 0.0009, 0.001, 0.0007999999999999999]",38000000000.0,0.04,"[1, 2]",1
84,iot 84,8,"[0, 0, 0, 0, 0, 0, 0, 0]","[[(80000000.0, 4.0), (10000000.0, 1.8), (160000000.0, 5.0)], [(40000000.0, 2.7), (80000000.0, 4.0), (20000000.0, 2.3)], [(40000000.0, 2.7), (80000000.0, 4.0), (10000000.0, 1.8)], [(10000000.0, 1.8), (80000000.0, 4.0), (20000000.0, 2.3)], [(20000000.0, 2.3), (10000000.0, 1.8), (160000000.0, 5.0)], [(80000000.0, 4.0), (20000000.0, 2.3), (40000000.0, 2.7)], [(80000000.0, 4.0), (10000000.0, 1.8), (160000000.0, 5.0)], [(10000000.0, 1.8), (160000000.0, 5.0), (20000000.0, 2.3)]]",0.18,"[2.1369652080289232e-10, 2.2976473206391354e-10, 2.5182743992790683e-10, 2.731604472502949e-10, 2.186390361552131e-10, 2.3778212145689865e-10, 2.6195383832243946e-10, 2.5699864294439626e-10]","[0.0007999999999999999, 0.0007999999999999999, 0.001, 0.0007999999999999999, 0.0007999999999999999, 0.0009, 0.001, 0.001]",36000000000.0,0.05,"[2, 1, 4]",1
85,iot 85,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[(40000000.0, 2.7), (160000000.0, 5.0), (20000000.0, 2.3)], [(160000000.0, 5.0), (40000000.0, 2.7), (20000000.0, 2.3)], [(80000000.0, 4.0), (160000000.0, 5.0), (40000000.0, 2.7)], [(10000000.0, 1.8), (160000000.0, 5.0), (40000000.0, 2.7)], [(160000000.0, 5.0), (20000000.0, 2.3), (80000000.0, 4.0)], [(10000000.0, 1.8), (40000000.0, 2.7), (80000000.0, 4.0)], [(10000000.0, 1.8), (80000000.0, 4.0), (40000000.0, 2.7)], [(40000000.0, 2.7), (80000000.0, 4.0), (20000000.0, 2.3)], [(160000000.0, 5.0), (40000000.0, 2.7), (80000000.0, 4.0)], [(80000000.0, 4.0), (160000000.0, 5.0), (40000000.0, 2.7)], [(20000000.0, 2.3), (80000000.0, 4.0), (10000000.0, 1.8)], [(20000000.0, 2.3), (10000000.0, 1.8), (80000000.0, 4.0)], [(160000000.0, 5.0), (10000000.0, 1.8), (40000000.0, 2.7)], [(160000000.0, 5.0), (40000000.0, 2.7), (80000000.0, 4.0)], [(20000000.0, 2.3), (10000000.0, 1.8), (160000000.0, 5.0)], [(80000000.0, 4.0), (20000000.0, 2.3), (40000000.0, 2.7)]]",0.2,"[2.771888978305205e-10, 2.223730263526959e-10, 2.768833774021454e-10, 2.8528238190414984e-10, 2.5323631785616e-10, 2.5836778744195666e-10, 2.7009977212602637e-10, 2.8225054577695987e-10, 2.402478213701799e-10, 2.8292002483607906e-10, 2.2381796066644238e-10, 2.0344118121693083e-10, 2.8914675741139656e-10, 2.8564263643498523e-10, 2.5392704188273e-10, 2.1626118823364797e-10]","[0.001, 0.0009, 0.0009, 0.001, 0.0007999999999999999, 0.0009, 0.001, 0.0009, 0.0009, 0.0009, 0.001, 0.001, 0.0009, 0.001, 0.0009, 0.001]",38000000000.0,0.03,"[1, 4]",1
86,iot 86,8,"[0, 0, 0, 0, 0, 0, 0, 0]","[[(40000000.0, 2.7), (80000000.0, 4.0), (10000000.0, 1.8)], [(160000000.0, 5.0), (10000000.0, 1.8), (80000000.0, 4.0)], [(40000000.0, 2.7), (10000000.0, 1.8), (20000000.0, 2.3)], [(80000000.0, 4.0), (20000000.0, 2.3), (40000000.0, 2.7)], [(80000000.0, 4.0), (20000000.0, 2.3), (10000000.0, 1.8)], [(10000000.0, 1.8), (40000000.0, 2.7), (80000000.0, 4.0)], [(40000000.0, 2.7), (80000000.0, 4.0), (160000000.0, 5.0)], [(40000000.0, 2.7), (10000000.0, 1.8), (160000000.0, 5.0)]]",0.2,"[2.3036983242192594e-10, 2.1876619982466947e-10, 2.0599041135332398e-10, 2.390668634054957e-10, 2.588619511518514e-10, 2.3805672759067627e-10, 2.8367855256266995e-10, 2.7308617614661213e-10]","[0.0009, 0.0009, 0.0009, 0.0009, 0.0007999999999999999, 0.0009, 0.001, 0.001]",38000000000.0,0.03,"[4, 1, 2]",1
87,iot 87,4,"[0, 0, 0, 0]","[[(20000000.0, 2.3), (80000000.0, 4.0), (160000000.0, 5.0)], [(160000000.0, 5.0), (40000000.0, 2.7), (20000000.0, 2.3)], [(80000000.0, 4.0), (10000000.0, 1.8), (160000000.0, 5.0)], [(20000000.0, 2.3), (80000000.0, 4.0), (40000000.0, 2.7)]]",0.11,"[2.0979506521090056e-10, 2.5129312389092345e-10, 2.923688509727507e-10, 2.279382990637643e-10]","[0.0009, 0.0009, 0.0007999999999999999, 0.0009]",37000000000.0,0.02,"[2, 4]",0
88,iot 88,4,"[0, 0, 0, 0]","[[(80000000.0, 4.0), (20000000.0, 2.3), (10000000.0, 1.8)], [(40000000.0, 2.7), (160000000.0, 5.0), (10000000.0, 1.8)], [(10000000.0, 1.8), (20000000.0, 2.3), (40000000.0, 2.7)], [(80000000.0, 4.0), (160000000.0, 5.0), (20000000.0, 2.3)]]",0.1,"[2.890634680665423e-10, 2.3608506258081827e-10, 2.7437257912614186e-10, 2.1299020077673616e-10]","[0.0009, 0.001, 0.0009, 0.001]",39000000000.0,0.02,"[4, 2]",1
89,iot 89,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[(10000000.0, 1.8), (20000000.0, 2.3), (40000000.0, 2.7)], [(20000000.0, 2.3), (80000000.0, 4.0), (10000000.0, 1.8)], [(80000000.0, 4.0), (160000000.0, 5.0), (20000000.0, 2.3)], [(20000000.0, 2.3), (10000000.0, 1.8), (160000000.0, 5.0)], [(10000000.0, 1.8), (80000000.0, 4.0), (160000000.0, 5.0)], [(20000000.0, 2.3), (80000000.0, 4.0), (10000000.0, 1.8)], [(40000000.0, 2.7), (160000000.0, 5.0), (10000000.0, 1.8)], [(20000000.0, 2.3), (160000000.0, 5.0), (80000000.0, 4.0)], [(20000000.0, 2.3), (40000000.0, 2.7), (80000000.0, 4.0)], [(80000000.0, 4.0), (160000000.0, 5.0), (20000000.0, 2.3)], [(20000000.0, 2.3), (80000000.0, 4.0), (40000000.0, 2.7)], [(80000000.0, 4.0), (20000000.0, 2.3), (40000000.0, 2.7)], [(20000000.0, 2.3), (160000000.0, 5.0), (10000000.0, 1.8)], [(160000000.0, 5.0), (20000000.0, 2.3), (40000000.0, 2.7)], [(40000000.0, 2.7), (10000000.0, 1.8), (20000000.0, 2.3)], [(10000000.0, 1.8), (80000000.0, 4.0), (40000000.0, 2.7)]]",0.14,"[2.8154536934697836e-10, 2.436390994546267e-10, 2.7312577350247983e-10, 2.1142655807081124e-10, 2.7855822036963326e-10, 2.3366711960047685e-10, 2.2054625427475246e-10, 2.986069812050596e-10, 2.7020038912931495e-10, 2.662122401864894e-10, 2.92308876508837e-10, 2.6130636917239087e-10, 2.638605020095911e-10, 2.393491508924253e-10, 2.3474072536642476e-10, 2.3974494727508117e-10]","[0.0009, 0.0009, 0.001, 0.0007999999999999999, 0.0009, 0.0007999999999999999, 0.001, 0.0007999999999999999, 0.001, 0.0009, 0.0007999999999999999, 0.0007999999999999999, 0.0007999999999999999, 0.001, 0.001, 0.0009]",39000000000.0,0.01,"[2, 1]",1
90,iot 90,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[(80000000.0, 4.0), (10000000.0, 1.8), (160000000.0, 5.0)], [(160000000.0, 5.0), (80000000.0, 4.0), (20000000.0, 2.3)], [(40000000.0, 2.7), (80000000.0, 4.0), (160000000.0, 5.0)], [(20000000.0, 2.3), (40000000.0, 2.7), (10000000.0, 1.8)], [(160000000.0, 5.0), (20000000.0, 2.3), (40000000.0, 2.7)], [(40000000.0, 2.7), (160000000.0, 5.0), (10000000.0, 1.8)], [(20000000.0, 2.3), (80000000.0, 4.0), (10000000.0, 1.8)], [(160000000.0, 5.0), (10000000.0, 1.8), (40000000.0, 2.7)], [(160000000.0, 5.0), (80000000.0, 4.0), (40000000.0, 2.7)], [(10000000.0, 1.8), (80000000.0, 4.0), (20000000.0, 2.3)], [(10000000.0, 1.8), (160000000.0, 5.0), (40000000.0, 2.7)], [(10000000.0, 1.8), (80000000.0, 4.0), (20000000.0, 2.3)], [(10000000.0, 1.8), (160000000.0, 5.0), (40000000.0, 2.7)], [(20000000.0, 2.3), (160000000.0, 5.0), (10000000.0, 1.8)], [(40000000.0, 2.7), (10000000.0, 1.8), (80000000.0, 4.0)], [(160000000.0, 5.0), (20000000.0, 2.3), (80000000.0, 4.0)]]",0.18,"[2.0936742487586933e-10, 2.87277134464978e-10, 2.904918060712984e-10, 2.4819940982888424e-10, 2.2614215189990112e-10, 2.3279731131901223e-10, 2.0394204070231848e-10, 2.1541348551128134e-10, 2.7928395654466087e-10, 2.541690586538984e-10, 2.46215179307508e-10, 2.6072323108018416e-10, 2.1639801902629206e-10, 2.903053740604421e-10, 2.3658478023544674e-10, 2.7822762888436855e-10]","[0.0007999999999999999, 0.0009, 0.0009, 0.0007999999999999999, 0.0009, 0.0009, 0.0009, 0.001, 0.0007999999999999999, 0.0009, 0.001, 0.0009, 0.001, 0.001, 0.001, 0.0009]",37000000000.0,0.02,"[2, 1, 4]",0
91,iot 91,4,"[0, 0, 0, 0]","[[(80000000.0, 4.0), (160000000.0, 5.0), (20000000.0, 2.3)], [(160000000.0, 5.0), (20000000.0, 2.3), (40000000.0, 2.7)], [(10000000.0, 1.8), (20000000.0, 2.3), (80000000.0, 4.0)], [(40000000.0, 2.7), (80000000.0, 4.0), (20000000.0, 2.3)]]",0.11,"[2.2761075662308103e-10, 2.5438997039099024e-10, 2.2795697213316899e-10, 2.1822141918373214e-10]","[0.0009, 0.0009, 0.001, 0.0007999999999999999]",40000000000.0,0.03,"[1, 4, 3]",1
92,iot 92,4,"[0, 0, 0, 0]","[[(80000000.0, 4.0), (40000000.0, 2.7), (20000000.0, 2.3)], [(10000000.0, 1.8), (20000000.0, 2.3), (160000000.0, 5.0)], [(160000000.0, 5.0), (80000000.0, 4.0), (10000000.0, 1.8)], [(10000000.0, 1.8), (40000000.0, 2.7), (80000000.0, 4.0)]]",0.1,"[2.050858193298281e-10, 2.3643973193624556e-10, 2.599739170850239e-10, 2.3988500959555096e-10]","[0.0009, 0.0007999999999999999, 0.0009, 0.0007999999999999999]",40000000000.0,0.05,"[1, 2]",1
93,iot 93,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[(20000000.0, 2.3), (160000000.0, 5.0), (10000000.0, 1.8)], [(80000000.0, 4.0), (10000000.0, 1.8), (160000000.0, 5.0)], [(10000000.0, 1.8), (40000000.0, 2.7), (20000000.0, 2.3)], [(10000000.0, 1.8), (160000000.0, 5.0), (40000000.0, 2.7)], [(10000000.0, 1.8), (160000000.0, 5.0), (80000000.0, 4.0)], [(10000000.0, 1.8), (20000000.0, 2.3), (160000000.0, 5.0)], [(10000000.0, 1.8), (40000000.0, 2.7), (20000000.0, 2.3)], [(10000000.0, 1.8), (160000000.0, 5.0), (20000000.0, 2.3)], [(80000000.0, 4.0), (10000000.0, 1.8), (20000000.0, 2.3)], [(40000000.0, 2.7), (80000000.0, 4.0), (160000000.0, 5.0)], [(80000000.0, 4.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(80000000.0, 4.0), (20000000.0, 2.3), (40000000.0, 2.7)], [(20000000.0, 2.3), (10000000.0, 1.8), (40000000.0, 2.7)], [(20000000.0, 2.3), (40000000.0, 2.7), (10000000.0, 1.8)], [(40000000.0, 2.7), (20000000.0, 2.3), (160000000.0, 5.0)], [(160000000.0, 5.0), (10000000.0, 1.8), (40000000.0, 2.7)]]",0.15,"[2.5555833383064343e-10, 2.5280593370125894e-10, 2.577493814241119e-10, 2.895923431935118e-10, 2.4493003265090477e-10, 2.2476784045526386e-10, 2.2484662964994359e-10, 2.476002917299753e-10, 2.3398789020700665e-10, 2.208606899816511e-10, 2.4226152834175924e-10, 2.4299038205284943e-10, 2.7354995351019334e-10, 2.560870871693611e-10, 2.399346665802737e-10, 2.738406879512109e-10]","[0.001, 0.0009, 0.0007999999999999999, 0.0007999999999999999, 0.0009, 0.001, 0.001, 0.001, 0.001, 0.0007999999999999999, 0.0009, 0.0009, 0.001, 0.0009, 0.0007999999999999999, 0.0009]",39000000000.0,0.05,"[2, 3]",1
